species,occurrences,ROCAUC,PRAUC,J,MCC,cutoff
Aeorestes_cinereus,1397,0.9953628006429566,0.9905277543484503,0.9706513958482463,0.9708068580520256,0.5596657788397875
Alces_alces,3421,0.9956094640792239,0.9876319714953078,0.9541069862613272,0.9541569242579914,0.6141518719398653
Antilocapra_americana,2509,0.9989050180609272,0.9969168506043526,0.990434436030291,0.9904423028570744,0.5372715634607605
Antrozous_pallidus,1237,0.9981067450719495,0.9987427835496085,0.9911075181891673,0.9911078420448997,0.31993180287720036
Aplodontia_rufa,243,0.9992717912242375,0.9992960757391955,0.9835390946502058,0.9835724089846207,0.5731926162114658
Bison_bison,679,0.9935255215913552,0.977288018633814,0.9734904270986746,0.9734946501363726,0.5923978264929328
Blarina_brevicauda,3589,0.9987788916646565,0.9956202040040864,0.9933129005293955,0.9933167563044762,0.4913660163816218
Callospermophilus_lateralis,1665,0.999450080711342,0.9996136497116146,0.9951951951951954,0.9951980671107232,0.453007332852799
Callospermophilus_saturatus,93,0.9997687593941496,0.9997724235090126,0.989247311827957,0.9893045053244826,0.5715958098826611
Canis_latrans,8657,0.9985195143086774,0.9973874123019963,0.9815178468291557,0.9815618810483497,0.5889878939527726
Canis_lupus,3507,0.9496171208034052,0.9431359497198654,0.7442258340461934,0.7466263974972822,0.5464170872990024
Castor_canadensis,6109,0.9978040122903928,0.9973593309740861,0.9623506302177116,0.9623854955153609,0.6600955210667909
Cervus_elaphus,2294,0.9980450118538259,0.9974545832213508,0.9777680906713164,0.977794940082642,0.5322424441743062
Condylura_cristata,1010,0.9994995588667778,0.9994660192736421,0.9930693069306931,0.9930814759283461,0.4769624313147818
Corynorhinus_townsendii,1114,0.9993303765684982,0.99903891283947,0.9928186714542191,0.9928202714933353,0.3347154089572765
Cryptotis_parva,1200,0.9991725694444444,0.9964236493572234,0.9966666666666666,0.9966666666666667,0.5957233488073537
Cynomys_ludovicianus,836,0.9987888040566837,0.9934278847336934,0.9940191387559807,0.9940255390348869,0.4963865647535677
Dama_dama,72,0.998070987654321,0.9981307925278522,0.9722222222222223,0.9722222222222222,0.25080380306754907
Dicrostonyx_groenlandicus,282,0.9950392334389617,0.9963811905330056,0.9645390070921986,0.9647574015265816,0.3209232918353241
Dicrostonyx_hudsonius,58,0.9958382877526755,0.9957787721726953,0.9482758620689655,0.9495469152507922,0.37600026913253276
Dicrostonyx_richardsoni,13,1.0,1.0,1.0,1.0,0.6827750494885171
Didelphis_virginiana,5228,0.9990020117090659,0.9965211862224738,0.9936878347360367,0.9936900342951178,0.6594948423875102
Dipodomys_ordii,2336,0.9985557723658285,0.9944976380426997,0.9931506849315068,0.9931521409282772,0.5945242809441682
Eptesicus_fuscus,3731,0.998056228570509,0.9954436587102296,0.9820423478960065,0.9821075752709065,0.6526509419576055
Erethizon_dorsatus,3848,0.9969683133177156,0.9963708322635629,0.9534823284823286,0.9535596423689741,0.5796352975326384
Euderma_maculatum,78,0.9998356344510191,0.9998366747393037,0.9871794871794872,0.9872606263311616,0.2199990551496748
Geomys_bursarius,1051,0.9999393446140281,0.9999380042982005,0.9971455756422456,0.9971460270026248,0.5967030087765983
Glaucomys_sabrinus,1329,0.997273305285066,0.9965862303551875,0.9661399548532732,0.9662846697790045,0.5056166531506521
Glaucomys_volans,1366,0.999040706211722,0.9980244756302068,0.9978038067349928,0.9978040741057688,0.4955107148125761
Gulo_gulo,1160,0.9948718043995244,0.99082488516735,0.9448275862068964,0.9448781458432642,0.5788337876379159
Ictidomys_tridecemlineatus,1678,0.998553104680781,0.9963163548986382,0.9904648390941597,0.9904655426289983,0.5914984242748206
Lasionycteris_noctivagans,1224,0.9969426155538469,0.9953039147240605,0.977124183006536,0.977145054369904,0.6239115410258335
Lasiurus_blossevillii,215,0.9998269334775554,0.9998286163474549,0.9860465116279071,0.9861425171952498,0.481637573335762
Lasiurus_borealis,1806,0.9989827191017022,0.9971845839090392,0.9867109634551494,0.9867164088648668,0.5824850068680185
Lemmiscus_curtatus,581,0.9998400289132927,0.9998489416030424,0.9948364888123926,0.9948379623811684,0.35755774639800414
Lemmus_trimucronatus,374,0.9958391718379136,0.9953510829310221,0.962566844919786,0.9626907371412557,0.5247113202926917
Lepus_americanus,2774,0.996278594259498,0.9949507248188219,0.9459264599855803,0.9461057373404262,0.5938777512685294
Lepus_arcticus,146,0.9960827547382247,0.9956283934240515,0.9589041095890409,0.9597148699373931,0.5142450033131767
Lepus_europaeus,79,0.9996795385354911,0.9996854977340209,0.9873417721518987,0.987420882906575,0.1412945433743045
Lepus_townsendii,788,0.9996022185575513,0.999568298871269,0.9923857868020305,0.992388983195204,0.6005142684892291
Lontra_canadensis,3731,0.9954394501694317,0.9916629170404785,0.9501474135620476,0.9503551162368481,0.5136356391983302
Lynx_canadensis,1112,0.998434750401118,0.9982181821666722,0.9739208633093526,0.9739244075971489,0.5707166520528849
Lynx_rufus,4967,0.9978305983979872,0.9971283164501534,0.975639218844373,0.9757333713708787,0.6449247846038472
Marmota_broweri,29,0.9976218787158144,0.997620463167431,0.9655172413793105,0.9660917830792959,0.42573264375243314
Marmota_caligata,536,0.9988600607039428,0.9988880435414057,0.9720149253731343,0.9720572196605272,0.4616224392034294
Marmota_flaviventris,1211,0.9992171949805014,0.9978074374607583,0.9933938893476466,0.9933952441130014,0.43434364773743606
Marmota_monax,3675,0.9987544078856032,0.9957363332153601,0.9782312925170067,0.9782457791182929,0.573484088425772
Marmota_vancouverensis,15,1.0,1.0,1.0,1.0,0.6548529007769932
Martes_americana,1209,0.9947180677589706,0.9906772386177566,0.9619520264681556,0.9621745460238657,0.46863076078789
Mephitis_mephitis,4776,0.9989138400335008,0.9971128648675127,0.9849246231155777,0.9849249685491743,0.7503119949111994
Microtus_chrotorrhinus,122,0.9988578339156141,0.9988309547496317,0.9754098360655736,0.9754426047765858,0.4213283826507141
Microtus_longicaudus,1764,0.9995672777803486,0.9989562125986287,0.9880952380952381,0.9880992073984415,0.4497476771289797
Microtus_miurus,195,0.9998685075608154,0.9998692339174964,0.9897435897435898,0.9897435897435898,0.33911199572753536
Microtus_montanus,1169,0.9991350550762097,0.9995600219364633,0.9974337040205303,0.9974369885236286,0.7183860361830461
Microtus_ochrogaster,942,0.9976356940331139,0.998325645262426,0.9851380042462845,0.9851380042462845,0.5289099005176903
Microtus_oeconomus,780,0.9978081854043391,0.9935280615962984,0.9756410256410257,0.975641827450878,0.5259688928045378
Microtus_oregoni,245,1.0,1.0,1.0,1.0,0.23975401233196197
Microtus_pennsylvanicus,4061,0.9936201018680828,0.9889413674369844,0.9359763605023392,0.9362490138233808,0.6073558606860745
Microtus_pinetorum,788,0.998693924089773,0.9902146055440226,0.9949238578680204,0.9949238578680203,0.4398165245068829
Microtus_richardsoni,204,0.9950499807766244,0.9784793528089426,0.9901960784313726,0.9901960784313726,0.3984561366163467
Microtus_townsendii,206,0.994591855971345,0.9970188223460263,0.9854368932038835,0.985541407566779,0.5164682809747789
Microtus_xanthognathus,129,0.9948921338861848,0.9953494290173763,0.9379844961240309,0.9384357485386723,0.454036103914384
Mus_musculus,3157,0.9972786741060109,0.9943961337919925,0.974025974025974,0.9740893082913568,0.6019305145211322
Mustela_erminea,2087,0.9847131339211938,0.982296164497204,0.8725443219932918,0.874746628997105,0.4353965051245202
Mustela_frenata,1665,0.9973797220644067,0.995630318913532,0.9813813813813814,0.9814027993821801,0.6058430881578767
Mustela_nigripes,104,0.9906619822485206,0.9672846546959811,0.9903846153846154,0.990430401872025,0.6466629940561981
Mustela_nivalis,492,0.9963728600700641,0.9958085633098427,0.9512195121951219,0.9513452849726378,0.49437544270643585
Mustela_vison,1492,0.9951827530565159,0.9917532337918891,0.9530831099195711,0.9532509879744169,0.6391502003913175
Myodes_gapperi,2460,0.9975893152224206,0.997105672661223,0.9642276422764229,0.9642534554746983,0.5801190033554116
Myodes_rutilus,1037,0.9978560847485839,0.9983220258018759,0.9768563162970105,0.9768581330855576,0.5065243346852215
Myotis_californicus,1216,0.9999553648718837,0.9999552103876287,0.9958881578947367,0.9958965768642805,0.42972315996988675
Myotis_ciliolabrum,674,0.9985009113402425,0.9888444230502671,0.9955489614243325,0.9955588233516508,0.4644143816203045
Myotis_evotis,634,0.9983630049060096,0.9897016682428131,0.9921135646687698,0.992124671819837,0.5706789611804797
Myotis_keenii,185,0.9999123447772096,0.9999121048621931,0.9945945945945946,0.9946091251481444,0.4245339046880554
Myotis_leibii,211,0.9952606635071091,0.9725984534840644,0.9952606635071088,0.9952718411247498,0.4335622990940111
Myotis_lucifugus,1871,0.9962529719557076,0.9915328302209254,0.96044895777659,0.9604511526940356,0.6193231964820932
Myotis_septentrionalis,261,0.9950455806579469,0.9838022602455332,0.9731800766283525,0.9732443702284378,0.6064786113683737
Myotis_thysanodes,515,0.9996945989254407,0.999684230840844,0.9941747572815536,0.9941766314969717,0.5056897213716987
Myotis_volans,751,0.9991950368882325,0.9991415274281532,0.9893475366178428,0.9893510449548818,0.5524040570177079
Myotis_yumanensis,952,0.9987691767883624,0.9946823740209031,0.9915966386554622,0.9916163332295246,0.4411094885182447
Napaeozapus_insignis,669,0.9998737602248631,0.9998703761523355,0.9940209267563529,0.994038695017291,0.4760661827403497
Neotoma_cinerea,1238,0.9971457820602827,0.9983393108048748,0.98546042003231,0.985471993887723,0.35973896215004764
Neurotrichus_gibbsii,387,0.999929892033732,0.9999297433828293,0.9948320413436691,0.994845326495725,0.236148063683657
Nyctinomops_macrotis,210,0.9982086167800452,0.9979720273759615,0.9857142857142858,0.9858148842026544,0.33050783671822126
Ochotona_collaris,194,0.9990168987139972,0.9990441527409275,0.9742268041237114,0.9743433097844468,0.6256732099312081
Ochotona_princeps,904,0.9999161788315452,0.9999189638103592,0.9955752212389382,0.995575221238938,0.4584367134612057
Odocoileus_hemionus,5159,0.9984051830976347,0.9945423059466864,0.9903081992634233,0.9903108782687539,0.527497427034975
Odocoileus_virginianus,11160,0.9990925612787604,0.998508038374368,0.9843189964157708,0.984362566150371,0.551437352364511
Ondatra_zibethicus,4054,0.9968469872313312,0.9966089755085847,0.9432659102121361,0.9433496018314524,0.6360526957866303
Onychomys_leucogaster,1880,0.9994515334993209,0.997806364355545,0.9962765957446809,0.9962767366847,0.5210348030159813
Oreamnos_americanus,657,0.9975373509494984,0.9983426262302856,0.9893455098934552,0.9893558241173168,0.5098163478969922
Ovibos_moschatus,327,0.9834329321325366,0.9738147177456522,0.9235474006116209,0.9235517191495217,0.49935842375138784
Ovis_canadensis,1646,0.9993271364432941,0.9995909761645607,0.9951397326852978,0.995142671121834,0.45310049974568833
Ovis_dalli,392,0.9977711109954186,0.9979126442677063,0.9795918367346941,0.9796428398762032,0.5175788032652888
Parascalops_breweri,502,0.9977599561911714,0.9892584438942624,0.9940239043824701,0.994025876626686,0.2764041514504198
Pekania_pennanti,1122,0.99841963199151,0.9942361601701513,0.982174688057041,0.982188731863753,0.47672958989597
Perimyotis_subflavus,1136,0.9993301025342194,0.9992571469091389,0.9867957746478873,0.9868420400706287,0.32755697402368966
Perognathus_fasciatus,368,0.9999630789224954,0.9999633470838646,0.9945652173913042,0.9945799058844841,0.6467349858777028
Perognathus_parvus,468,0.9999589086127548,0.9999594797994529,0.9957264957264957,0.9957355882472654,0.6616064072051613
Peromyscus_keeni,601,0.9995362692794317,0.9994815034024571,0.9933444259567388,0.9933499262331853,0.5031703259937884
Peromyscus_leucopus,4601,0.9986333683543369,0.997139643994554,0.9878287328841555,0.9878497321228294,0.4895343957502633
Peromyscus_maniculatus,9953,0.9969753702948416,0.9952535828821534,0.9624233899326837,0.9625738964706743,0.5472845759810157
Phenacomys_intermedius,345,0.9920184835118672,0.9737411652322955,0.9565217391304348,0.9565257573105078,0.42840968974733146
Phenacomys_ungava,101,0.9959807861974317,0.9963648496533968,0.9504950495049505,0.9505416412576073,0.3437026897844483
Poliocitellus_franklinii,360,0.997349537037037,0.9915682349483329,0.9944444444444445,0.9944444444444445,0.27470636476701293
Procyon_lotor,8736,0.99931140478874,0.9987474063198152,0.9880952380952381,0.9881101535283274,0.6384247176295845
Puma_concolor,1812,0.9976705151820826,0.9927346551166587,0.9839955849889623,0.9840077227846258,0.5625691805903916
Rangifer_tarandus,1545,0.9862450120966475,0.9857851446366106,0.8744336569579287,0.8749293533462923,0.610049684864061
Reithrodontomys_megalotis,2951,0.9999614165677488,0.9999627082368665,0.9969501863774992,0.9969507015443266,0.5360921259748419
Scalopus_aquaticus,1491,0.9996902946856187,0.9998067675500331,0.9973172367538563,0.9973208257283301,0.5938595120497776
Scapanus_orarius,228,0.9999615266235766,0.9999615262535192,0.9956140350877192,0.9956236113842678,0.23815245964294499
Scapanus_townsendii,151,0.9998684268233851,0.9998679843602307,0.9933774834437086,0.9933992677987828,0.4131131483916966
Sciurus_carolinensis,5673,0.9996324293540839,0.9996526296175537,0.9934778776661379,0.9934813505273956,0.6243493749363075
Sciurus_niger,3989,0.9986684993157104,0.9962500578270158,0.993231386312359,0.9932404060961051,0.6079378782749865
Sorex_arcticus,265,0.9989604841580634,0.9990051869985586,0.969811320754717,0.9702535449004767,0.6019986587384503
Sorex_bendirii,158,0.9999599423169363,0.9999600682844932,0.9936708860759493,0.9936907887506046,0.2105917423243473
Sorex_cinereus,3211,0.9941309464381092,0.9920514753736853,0.9380255372158206,0.938586506988344,0.5710618342842236
Sorex_dispar,51,1.0,1.0,1.0,1.0,0.45085020708250834
Sorex_fumeus,546,0.9986431456211675,0.9982666693169967,0.9963369963369964,0.9963369963369964,0.3887300785231025
Sorex_haydeni,360,1.0,1.0,1.0,1.0,0.3623134409394352
Sorex_hoyi,537,0.9876685774129673,0.9774491018108329,0.9385474860335195,0.9389138514207814,0.5421886908664078
Sorex_merriami,155,1.0,1.0,1.0,1.0,0.5812808204555602
Sorex_monticolus,1893,0.9979483452952729,0.997868057982453,0.9720021130480718,0.9720087586836026,0.6076315287047783
Sorex_palustris,872,0.9969896788990825,0.993950576535681,0.9667431192660549,0.9668200474234577,0.467275137950478
Sorex_preblei,37,1.0,1.0,1.0,1.0,0.26681413257668657
Sorex_rohweri,30,1.0,1.0,1.0,1.0,0.4757172055333164
Sorex_trowbridgii,523,0.9998391395427908,0.9998490649816,0.9961759082217974,0.9961831921795068,0.31354894630831276
Sorex_tundrensis,221,0.9996724063798857,0.9996674793120549,0.9864253393665159,0.9865162369237952,0.2617372699864162
Sorex_ugyunak,83,1.0,1.0,1.0,1.0,0.4287649204647799
Sorex_vagrans,940,0.9988614757808963,0.9990545724815203,0.9882978723404254,0.9883252764882067,0.6180646797512365
Spilogale_putorius,665,0.9990152071909095,0.9988157369603023,0.992481203007519,0.9924823251544872,0.5089912697399832
Sylvilagus_floridanus,6516,0.9995836852083608,0.9991557573931883,0.992633517495396,0.992633564253491,0.6719257326929811
Sylvilagus_nuttallii,966,0.9999935702069107,0.9989583601577647,0.9989648033126293,0.9989653385744753,0.5173642952060883
Sylvilagus_transitionalis,93,1.0,1.0,1.0,1.0,0.6054025164266066
Synaptomys_borealis,353,0.9884358272676934,0.9754735905774943,0.9490084985835694,0.9490694315755074,0.5721667595344648
Synaptomys_cooperi,497,0.9977531183074301,0.9903589061608662,0.9839034205231387,0.9839751272126666,0.394788185541146
Tamias_amoenus,1124,0.9999141189954535,0.9999157601628519,0.9946619217081851,0.9946634963214176,0.46261735800743486
Tamias_minimus,2212,0.9985087709975835,0.9986217185986412,0.97875226039783,0.978753160549405,0.5985791810911494
Tamias_striatus,4554,0.9997316638921726,0.9996853865509705,0.9962670180061486,0.9962672341795994,0.47047878915255614
Tamias_townsendii,471,1.0,1.0,1.0,1.0,0.41641929394965826
Tamiasciurus_douglasii,900,0.9999320987654321,0.999930969020306,0.9955555555555557,0.9955580137265255,0.3343831142140326
Tamiasciurus_hudsonicus,6275,0.9973939207314169,0.9970246148224696,0.9561752988047809,0.9562895606870194,0.6239020350183101
Taxidea_taxus,2189,0.9974906719318591,0.9924800506605288,0.9885792599360439,0.9885801883316947,0.6775134729053202
Thomomys_talpoides,1623,0.999364495816264,0.9970684291191374,0.9950708564386939,0.9950716119612896,0.4575371479971058
Urocitellus_columbianus,644,0.9987112283476719,0.9991014306545559,0.9906832298136647,0.990688007264361,0.42296284923770194
Urocitellus_parryii,778,0.9969906688430554,0.9949739496928569,0.9665809768637532,0.9668397793598782,0.4337262371407443
Urocitellus_richardsonii,683,0.9984801356516446,0.9991660077228273,0.9926793557833089,0.9926804197751199,0.3505539962253837
Urocyon_cinereoargenteus,3751,0.998889943220331,0.9983468589883577,0.9874700079978673,0.987485483636806,0.5510127162814524
Ursus_americanus,6400,0.9960986083984374,0.9944271128902977,0.94875,0.9491509248298113,0.5032220989005215
Ursus_arctos,1700,0.9944598615916955,0.9920890454586082,0.953529411764706,0.9535665322916793,0.5541118026244397
Ursus_maritimus,595,0.9969592542899512,0.9957162003318898,0.9747899159663866,0.974791292693992,0.5047669989686348
Vulpes_lagopus,412,0.9898847676501085,0.9838510319473985,0.9271844660194175,0.9274576993402205,0.5927154024557407
Vulpes_velox,296,0.9931633491599708,0.9694141458601373,0.9864864864864864,0.9865090056671244,0.48795001996399756
Vulpes_vulpes,5295,0.9938978725453219,0.9934117214024075,0.9308781869688385,0.9311764155013119,0.6104340364996316
Zapus_hudsonius,1769,0.9982523588681522,0.9956447951637059,0.9677784058790277,0.9679270383486019,0.5974176832576998
Zapus_princeps,965,0.9985298934199576,0.999087737969142,0.9854922279792746,0.9855006942891564,0.513459126084649
Zapus_trinotatus,317,0.99988555961349,0.9998854888571342,0.9905362776025237,0.9905806378079475,0.35058410943350626
